BUSINESS_DATE,STORE_KEY,PREDICTED_SALES
2024-03-27,1630,3685.478252277121
2024-03-28,1630,4667.267704735147
2024-03-29,1630,5648.384947321854
2024-03-30,1630,5448.6373439302015
2024-01-01,2346,4042.4076091298675
2024-01-02,2346,4162.270242837269
2024-01-03,2346,4249.29782246822
2024-01-04,2346,5211.2593063724025
2024-01-05,2346,5612.523860921508
2024-01-06,2346,5612.523860921508
2024-01-07,2346,5608.070022707559
2024-01-08,2346,4042.4076091298675
2024-01-09,2346,4162.270242837269
2024-01-10,2346,4249.29782246822
2024-01-11,2346,5211.2593063724025
2024-01-12,2346,5187.112238424199
2024-01-13,2346,5187.112238424199
2024-01-14,2346,5182.65840021025
2024-01-15,2346,3933.327371612283
2024-01-16,2346,4053.190005319683
2024-01-17,2346,4140.217584950635
2024-01-18,2346,4964.649125471733
2024-01-19,2346,5187.112238424199
2024-01-20,2346,5187.112238424199
2024-01-21,2346,5182.65840021025
2024-01-22,2346,3933.327371612283
2024-01-23,2346,4053.190005319683
2024-01-24,2346,4140.217584950635
2024-01-25,2346,4964.649125471733
2024-01-26,2346,5187.112238424199
2024-01-27,2346,5187.112238424199
2024-01-28,2346,5182.65840021025
2024-01-29,2346,3933.327371612283
2024-01-30,2346,4053.190005319683
2024-01-31,2346,4140.217584950635
2024-02-01,2346,5336.033797138997
2024-02-02,2346,5558.496910091463
2024-02-03,2346,5558.496910091463
2024-02-04,2346,5615.227085836647
2024-02-05,2346,4076.205851356777
2024-02-06,2346,4167.682579668671
2024-02-07,2346,4201.1188730883005
2024-02-08,2346,5336.033797138997
2024-02-09,2346,5558.496910091463
2024-02-10,2346,5558.496910091463
2024-02-11,2346,5615.227085836647
2024-02-12,2346,4076.205851356777
2024-02-13,2346,4167.682579668671
2024-02-14,2346,4201.1188730883005
2024-02-15,2346,5336.033797138997
2024-02-16,2346,5558.496910091463
2024-02-17,2346,5342.8165382771585
2024-02-18,2346,5399.546714022343
2024-02-19,2346,3924.1139864428405
2024-02-20,2346,4015.5907147547355
2024-02-21,2346,4049.027008174364
2024-02-22,2346,4968.261560410759
2024-02-23,2346,5342.8165382771585
2024-02-24,2346,5342.8165382771585
2024-02-25,2346,5399.546714022343
2024-02-26,2346,3924.1139864428405
2024-02-27,2346,4015.5907147547355
2024-02-28,2346,4049.027008174364
2024-02-29,2346,4968.261560410759
2024-03-01,2346,5215.459882257054
2024-03-02,2346,5215.459882257054
2024-03-03,2346,5308.930505867067
2024-03-04,2346,3756.36562628386
2024-03-05,2346,3847.842354595754
2024-03-06,2346,3850.8675611381077
2024-03-07,2346,4770.102113374502
2024-03-08,2346,5215.459882257054
2024-03-09,2346,5215.459882257054
2024-03-10,2346,5308.930505867067
2024-03-11,2346,3756.36562628386
2024-03-12,2346,3847.842354595754
2024-03-13,2346,3850.8675611381077
2024-03-14,2346,4770.102113374502
2024-03-15,2346,5215.459882257054
2024-03-16,2346,5215.459882257054
2024-03-17,2346,5237.414939105441
2024-03-18,2346,3684.8500595222336
2024-03-19,2346,3776.3267878341276
2024-03-20,2346,3779.3519943764813
2024-03-21,2346,4698.586546612875
2024-03-22,2346,5143.944315495428
2024-03-23,2346,5143.944315495428
2024-03-24,2346,5237.414939105441
2024-03-25,2346,3684.8500595222336
2024-03-26,2346,3776.3267878341276
2024-03-27,2346,3779.3519943764813
2024-03-28,2346,4698.586546612875
2024-03-29,2346,5143.944315495428
2024-03-30,2346,5143.944315495428
2024-01-01,1263,4081.3850242323783
2024-01-02,1263,4116.264580636935
2024-01-03,1263,4271.97959387786
2024-01-04,1263,4331.950808695091
2024-01-05,1263,6345.077140137595
2024-01-06,1263,6020.337317898121
2024-01-07,1263,6385.611656026659
2024-01-08,1263,4081.3850242323783
2024-01-09,1263,4116.264580636935
2024-01-10,1263,4271.97959387786
2024-01-11,1263,4331.950808695091
2024-01-12,1263,6345.077140137595
2024-01-13,1263,6020.337317898121
2024-01-14,1263,6385.611656026659
2024-01-15,1263,4081.3850242323783
2024-01-16,1263,4116.264580636935
2024-01-17,1263,4271.97959387786
2024-01-18,1263,4718.214833539611
2024-01-19,1263,7114.753967860839
2024-01-20,1263,6819.0263907043145
2024-01-21,1263,7184.300728832851
2024-01-22,1263,4081.3850242323783
2024-01-23,1263,4116.264580636935
2024-01-24,1263,4271.97959387786
2024-01-25,1263,4718.214833539611
2024-01-26,1263,7114.753967860839
2024-01-27,1263,6819.0263907043145
2024-01-28,1263,7184.300728832851
2024-01-29,1263,4081.3850242323783
2024-01-30,1263,4116.264580636935
2024-01-31,1263,4271.97959387786
2024-02-01,1263,4786.463160358751
2024-02-02,1263,7183.002294679981
2024-02-03,1263,6887.2747175234545
2024-02-04,1263,7286.6735888248295
2024-02-05,1263,4110.853143356039
2024-02-06,1263,4117.346794365089
2024-02-07,1263,4219.470521394694
2024-02-08,1263,4786.463160358751
2024-02-09,1263,7183.002294679981
2024-02-10,1263,6887.2747175234545
2024-02-11,1263,7286.6735888248295
2024-02-12,1263,4110.853143356039
2024-02-13,1263,4117.346794365089
2024-02-14,1263,4219.470521394694
2024-02-15,1263,4786.463160358751
2024-02-16,1263,7183.002294679981
2024-02-17,1263,6887.2747175234545
2024-02-18,1263,7286.6735888248295
2024-02-19,1263,4110.853143356039
2024-02-20,1263,4117.346794365089
2024-02-21,1263,4219.470521394694
2024-02-22,1263,4786.463160358751
2024-02-23,1263,7183.002294679981
2024-02-24,1263,6887.2747175234545
2024-02-25,1263,7286.6735888248295
